recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src,source,rcp_seq
Mexican Baked Fish,15 mins,15 mins,30 mins,6,6 servings,"1 ½ pounds cod, 1 cup salsa, 1 cup shredded sharp Cheddar cheese, ½ cup coarsely crushed corn chips, 1  avocado - peeled, pitted and sliced, ¼ cup sour cream","Preheat oven to 400 degrees F (200 degrees C). Lightly grease one 8x12 inch baking dish.
Rinse fish fillets under cold water, and pat dry with paper towels. Lay fillets side by side in the prepared baking dish. Pour the salsa over the top, and sprinkle evenly with the shredded cheese. Top with the crushed corn chips.
Bake, uncovered, in the preheated oven for 15 minutes, or until fish is opaque and flakes with a fork. Serve topped with sliced avocado and sour cream.",4.5,https://www.allrecipes.com/recipe/12745/mexican-baked-fish/,/Cuisine/Latin American/Mexican/,"Total Fat 18g 23%, Saturated Fat 7g 36%, Cholesterol 69mg 23%, Sodium 529mg 23%, Total Carbohydrate 11g 4%, Dietary Fiber 3g 12%, Total Sugars 2g, Protein 28g, Vitamin C 7mg 34%, Calcium 213mg 16%, Iron 1mg 5%, Potassium 717mg 15%","Prep Time: 15 mins, Cook Time: 15 mins, Total Time: 30 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/ldGs8fNihUT5Qo_6Ey04a-jArXU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1014287-9b69e5001c4940b6800cb35485b47602.jpg,allrecipes,
Easy Never Forgotten Guacamole,10 mins,,40 mins,16,2 cups,"3  avocados - peeled, pitted and diced, 1 tablespoon sour cream, 2 (3 ounce) packages cream cheese, softened, 2 tablespoons salsa, 1 pinch salt, 1 dash ground black pepper, 1 dash garlic salt, 1 dash onion powder","In a small bowl, mix together the avocados, sour cream, cream cheese and salsa. Blend to desired consistency.
In a small bowl mix the salt, pepper, garlic salt and onion powder. Stir into the avocado mixture. Cover and chill in the refrigerator 1/2 hour before serving.",4.5,https://www.allrecipes.com/recipe/22972/easy-never-forgotten-guacamole/,/Appetizers and Snacks/Dips and Spreads Recipes/Guacamole Recipes/,"Total Fat 9g 12%, Saturated Fat 3g 17%, Cholesterol 12mg 4%, Sodium 67mg 3%, Total Carbohydrate 4g 1%, Dietary Fiber 3g 9%, Total Sugars 0g, Protein 2g, Vitamin C 4mg 19%, Calcium 15mg 1%, Iron 0mg 2%, Potassium 204mg 4%","Prep Time: 10 mins, Additional Time: 30 mins, Total Time: 40 mins, Servings: 16, Yield: 2 cups",https://www.allrecipes.com/thmb/Szzxj_-mORDmSh32qxfKARlwaPI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1384517-1190445214b74eb3a4e9e86b2e7b2f2e.jpg,allrecipes,
Avocado Dressing,10 mins,,10 mins,12,1 1/2 cups,"1  avocado, peeled and pitted, ½ cup plain yogurt, ¼ cup extra-virgin olive oil, 3 tablespoons lemon juice, 2 cloves garlic, 1 teaspoon sea salt, ¼ teaspoon hot pepper sauce, ⅛ teaspoon ground black pepper","Blend avocado, yogurt, olive oil, lemon juice, garlic, sea salt, hot sauce, and black pepper together in a blender until smooth.",4.6,https://www.allrecipes.com/recipe/241148/avocado-dressing/,/Side Dish/Sauces and Condiments/Salad Dressing Recipes/Yogurt Dressing Recipes/,"Total Fat 7g 9%, Saturated Fat 1g 6%, Cholesterol 1mg 0%, Sodium 158mg 7%, Total Carbohydrate 3g 1%, Dietary Fiber 1g 4%, Total Sugars 1g, Protein 1g, Vitamin C 4mg 19%, Calcium 22mg 2%, Iron 2mg 11%, Potassium 113mg 2%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 12, Yield: 1 1/2 cups",https://www.allrecipes.com/thmb/7VJZ0XH7YERsj96u4A69F7RHYPw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2140127-99b8621483404f3fb8ede68144ccf6f0.jpg,allrecipes,
Avocado Egg Salad,20 mins,,20 mins,6,3 cups,"6  hard-boiled eggs, peeled, 2  avocados - peeled, pitted, and cubed, ½ cup minced red onion, 3 tablespoons chopped sweet pickles, 1 tablespoon prepared yellow mustard, ⅓ cup mayonnaise,   salt and pepper to taste","Mash the eggs with a fork in a mixing bowl to break up. Add the avocado, onion, pickle, mustard, and mayonnaise. Gently smash the ingredients together until blended. Season to taste with salt and pepper.",4.6,https://www.allrecipes.com/recipe/170446/avocado-egg-salad/,/Salad/Egg Salad Recipes/,"Total Fat 25g 32%, Saturated Fat 5g 23%, Cholesterol 217mg 72%, Sodium 189mg 8%, Total Carbohydrate 9g 3%, Dietary Fiber 5g 18%, Total Sugars 3g, Protein 8g, Vitamin C 8mg 39%, Calcium 42mg 3%, Iron 1mg 6%, Potassium 418mg 9%","Prep Time: 20 mins, Total Time: 20 mins, Servings: 6, Yield: 3 cups",https://www.allrecipes.com/thmb/62ZI9xBfxdjifXHMO3qpgx449LE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5752004-32562a92b5aa4b9884fb854d03db5f10.jpg,allrecipes,
Absolutely Amazing Ahi,10 mins,15 mins,25 mins,6,6 servings,"¾ pound sashimi grade tuna steak, diced, ½ cup diced cucumber, 1  avocados - peeled, pitted and diced, ¼ cup chopped green onion, 1 ½ teaspoons red pepper flakes, 1 tablespoon toasted sesame seeds, 1 ½ teaspoons lemon juice, 2 teaspoons sesame oil, ½ cup soy sauce","In a medium bowl, combine the tuna, cucumber, avocado, green onion, red pepper flakes and sesame seeds. Pour in the lemon juice, sesame oil and soy sauce, and stir carefully to blend so as not to mash the avocado. Place this bowl into a larger bowl that has been filled with ice. Chill in the refrigerator for 15 minutes, but no longer - the terrific freshness of the fish will be lost.
Once chilled, remove the bowl from the ice, and invert onto a serving plate. Serve with toasted bread or your favorite crackers.",4.7,https://www.allrecipes.com/recipe/33247/absolutely-amazing-ahi/,/Appetizers and Snacks/Seafood/,"Total Fat 8g 10%, Saturated Fat 1g 6%, Cholesterol 26mg 9%, Sodium 1227mg 53%, Total Carbohydrate 6g 2%, Dietary Fiber 3g 11%, Total Sugars 1g, Protein 16g, Vitamin C 6mg 31%, Calcium 38mg 3%, Iron 1mg 8%, Potassium 513mg 11%","Prep Time: 10 mins, Cook Time: 15 mins, Total Time: 25 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/671Xqgtg6wHujOjsHxlLTBsciro=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3933850-aa93bf2fface478691d37e4df3d4fa75.jpg,allrecipes,
Quick and Easy Guacamole,10 mins,,10 mins,4,4 servings,"2  avocados - peeled, pitted, and diced, 2  green onions, chopped, 1 tablespoon chopped fresh cilantro, 1 teaspoon seasoned salt, 1 teaspoon ground black pepper, 1 teaspoon garlic, minced, ½  lime, juiced","Combine avocado, green onion, cilantro, seasoned salt, black pepper, garlic, and lime juice in a bowl; mash with a spoon or potato masher until mostly smooth with small chunks.",4.7,https://www.allrecipes.com/recipe/223271/quick-and-easy-guacamole/,/Appetizers and Snacks/Dips and Spreads Recipes/Guacamole Recipes/,"Total Fat 15g 19%, Saturated Fat 2g 11%, Sodium 238mg 10%, Total Carbohydrate 10g 4%, Dietary Fiber 7g 25%, Total Sugars 1g, Protein 2g, Vitamin C 14mg 68%, Calcium 27mg 2%, Iron 1mg 5%, Potassium 532mg 11%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/uZjj3uEaHSFSVOJz27fV9S9f-_A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2233935-81ec07fcd6f543538f0fb8055510a32c.jpg,allrecipes,
Mexican Botana Platter,40 mins,40 mins,1 hrs 20 mins,12,12 servings,"2 pounds beef skirt steak, 2 pounds boneless chicken thighs, 2 teaspoons fajita seasoning, 2 ½ teaspoons garlic powder, divided, 2 cups refried beans,   salt to taste,   lemon pepper to taste, 4  avocados - peeled, pitted, and mashed, 1 cup corn oil, 24  corn tortillas, 1 medium green bell pepper, chopped, 1 medium onion, chopped, ⅓ bunch cilantro, chopped, 1 (16 ounce) package shredded American cheese, 12 ounces sour cream, 2 large tomatoes, chopped, 4  pickled jalapeno peppers, sliced (Optional)","Preheat oven to 350 degrees F (175 degrees C).
Rub beef and chicken with fajita seasoning and 2 teaspoons garlic powder. Cut beef and chicken into 1-inch strips, and set aside.
In a saucepan, warm refried beans over medium-low heat.
Stir salt, lemon pepper, and 1/2 teaspoon garlic powder into mashed avocados. Set aside.
Heat corn oil in a deep skillet over medium-high heat. Cut tortillas in half, then cut in half again to make 4 triangular pieces per tortilla. Place into the skillet as many tortilla pieces as will fit without overlapping, and fry until crisp; repeat this process until all the tortilla pieces have been fried. Remove crisp tortillas to paper towels. Discard oil, and wipe out skillet.
Return skillet to medium heat, and stir in beef, chicken, bell pepper, and onion. Cook, stirring occasionally, about 7 minutes; then stir in cilantro.
Layer the tortilla pieces along the bottom of a large baking dish. Spread refried beans evenly over tortilla pieces. Sprinkle cheese over beans, then spread meat mixture evenly on top.
Bake in preheated oven until cheese and beans are bubbly, about 20 minutes. Remove from oven, and drop sour cream and guacamole by tablespoonfuls in various places across the top. Sprinkle tomatoes and jalapenos on top.",4.7,https://www.allrecipes.com/recipe/86322/mexican-botana-platter/,/Mexican/Main Dishes/Fajita Recipes/Chicken/,"Total Fat 40g 51%, Saturated Fat 16g 80%, Cholesterol 120mg 40%, Sodium 958mg 42%, Total Carbohydrate 42g 15%, Dietary Fiber 11g 39%, Total Sugars 3g, Protein 40g, Vitamin C 23mg 116%, Calcium 326mg 25%, Iron 3mg 19%, Potassium 1008mg 21%","Prep Time: 40 mins, Cook Time: 40 mins, Total Time: 1 hrs 20 mins, Servings: 12, Yield: 12 servings",https://www.allrecipes.com/thmb/lyqST07dlkdfnnYmq1oI-8dTVqQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7223980-3fdf6560768d429885fa4c4b4a60676a.jpg,allrecipes,
Salsa Salad,30 mins,,30 mins,6,6 servings,"4 large ripe tomatoes, cut into bite-size pieces, 1 bunch cilantro, stems cut off and leaves coarsely chopped, 1 large green bell pepper, cut into bite-size pieces, 1 large red bell pepper, cut into bite-size pieces , 2  jalapeno peppers, finely chopped, 3  green onions, chopped, ½  sweet red onion, chopped, 2 large avocados, pitted and cut into bite-sized pieces, 1  lime, juiced, ½ teaspoon salt, or to taste","In a large salad bowl, lightly mix the tomatoes, cilantro, green and red bell peppers, jalapeno peppers, green onions, and sweet red onion until thoroughly combined. Gently toss with avocado pieces, and squeeze lime juice over the salad. Sprinkle with salt to serve.",4.6,https://www.allrecipes.com/recipe/218645/salsa-salad/,/Salad/Vegetable Salad Recipes/Tomato Salad Recipes/,"Total Fat 14g 18%, Saturated Fat 2g 11%, Sodium 214mg 9%, Total Carbohydrate 18g 7%, Dietary Fiber 10g 34%, Total Sugars 7g, Protein 4g, Vitamin C 90mg 452%, Calcium 43mg 3%, Iron 1mg 8%, Potassium 952mg 20%","Prep Time: 30 mins, Total Time: 30 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/4fIdGwm91i-GiDqA-ksNk-XaepU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4048362-9632b714f93342f0afd34fad64632c3f.jpg,allrecipes,
Avocado Dessert,20 mins,20 mins,40 mins,4,4 servings,"1  avocado, peeled and pitted, ½ cup milk, ¼ cup white sugar, ½ teaspoon vanilla extract","Mash avocado with an electric mixer, or use a food processor. Blend in the milk, sugar and vanilla until smooth. Chill for about 20 minutes before serving.",4.1,https://www.allrecipes.com/recipe/80784/avocado-dessert/,/Desserts/Custards and Puddings/,"Total Fat 8g 10%, Saturated Fat 2g 8%, Cholesterol 2mg 1%, Sodium 16mg 1%, Total Carbohydrate 18g 7%, Dietary Fiber 3g 12%, Total Sugars 14g, Protein 2g, Vitamin C 5mg 26%, Calcium 42mg 3%, Iron 0mg 2%, Potassium 291mg 6%","Prep Time: 20 mins, Cook Time: 20 mins, Total Time: 40 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/w4d8xF9BQ9Kc4JhkZeT-Mcf89pE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7673551-8e0b87ffc5754fb887b70dd8e953f4a2.jpg,allrecipes,
Black Bean Breakfast Bowl,10 mins,5 mins,15 mins,2,2 servings,"2 tablespoons olive oil, 4  eggs, beaten, 1 (15 ounce) can black beans, drained and rinsed, 1  avocado, peeled and sliced, ¼ cup salsa,   salt and ground black pepper to taste","Heat olive oil in a small pan over medium heat. Cook and stir eggs until eggs are set, 3 to 5 minutes.
Place black beans in a microwave-safe bowl. Heat on High in the microwave until warm, about 1 minute.
Divide warmed black beans between two bowls.
Top each bowl with scrambled eggs, avocado, and salsa. Season with salt and black pepper.",4.6,https://www.allrecipes.com/recipe/220123/black-bean-breakfast-bowl/,/Breakfast and Brunch/Eggs/Scrambled/,"Total Fat 39g 50%, Saturated Fat 7g 37%, Cholesterol 372mg 124%, Sodium 1158mg 50%, Total Carbohydrate 47g 17%, Dietary Fiber 22g 78%, Total Sugars 2g, Protein 28g, Vitamin C 16mg 82%, Calcium 148mg 11%, Iron 7mg 37%, Potassium 1372mg 29%","Prep Time: 10 mins, Cook Time: 5 mins, Total Time: 15 mins, Servings: 2, Yield: 2 servings",https://www.allrecipes.com/thmb/V6hqhkBd6gxNuygQfOhJ0dJxMCM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5437904-8d54d81d509d489c959e371bd7b6fc99.jpg,allrecipes,
Avocado Cream Sauce,15 mins,10 mins,25 mins,4,4 servings,"2  avocados, 2 cloves garlic, ½  lime, juiced, or to taste, 2 tablespoons chopped green onions, 1 tablespoon chopped fresh cilantro, ½ tablespoon chopped fresh tarragon, 2 tablespoons butter, ¼ cup heavy cream,   salt to taste","Combine avocados, garlic, lime juice, green onions, cilantro, and tarragon in a food processor; puree until smooth.
Melt butter in a saucepan over low heat. Stir in avocado puree and cook over low heat, stirring occasionally, until heated through, about 5 minutes. Add cream and cook until heated through, but not boiling. Season with salt.",4.8,https://www.allrecipes.com/recipe/272445/avocado-cream-sauce/,/Sauces and Condiments/Sauces/Pasta Sauces/Creamy/,"Total Fat 26g 33%, Saturated Fat 9g 46%, Cholesterol 36mg 12%, Sodium 93mg 4%, Total Carbohydrate 10g 4%, Dietary Fiber 7g 25%, Total Sugars 1g, Protein 3g, Vitamin C 12mg 59%, Calcium 30mg 2%, Iron 1mg 3%, Potassium 522mg 11%","Prep Time: 15 mins, Cook Time: 10 mins, Total Time: 25 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/d0Dn8ZqWTi5PNd6qLVhOTJxKoro=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6537517-0f22bef963ca435a8db50cc2bce9cd51.jpg,allrecipes,
Mean Green Guacamole Salsa,10 mins,10 mins,20 mins,12,12 servings,"10  fresh tomatillos, husks removed, 2  fresh jalapeno peppers, stems removed, 1 bunch fresh cilantro, stems trimmed, 3  avocados, peeled and pitted, 1 tablespoon garlic powder,   salt to taste","Bring a pot of water to a boil and stir in tomatillos and jalapenos. Boil until tomatillos turn bright green and soft, about 10 minutes.
Place cilantro, avocados, cooked tomatillos, and cooked jalapenos into a blender, working in batches if necessary. Blend until smooth, 1 to 2 minutes. Add about 1 tablespoon of tomatillo cooking water, or as needed, if salsa is too thick.
Stop the blender, and season the salsa with garlic powder and salt to taste. Blend again briefly to mix in the seasonings. Transfer to a bowl for serving.",4.7,https://www.allrecipes.com/recipe/220166/mean-green-guacamole-salsa/,/Appetizers and Snacks/Dips and Spreads Recipes/Salsa Recipes/Salsa Verde Recipes/,"Total Fat 8g 10%, Saturated Fat 1g 6%, Sodium 6mg 0%, Total Carbohydrate 7g 2%, Dietary Fiber 4g 15%, Total Sugars 2g, Protein 2g, Vitamin C 11mg 54%, Calcium 12mg 1%, Iron 1mg 3%, Potassium 357mg 8%","Prep Time: 10 mins, Cook Time: 10 mins, Total Time: 20 mins, Servings: 12, Yield: 12 servings",https://www.allrecipes.com/thmb/lHi-g5ynsvUfyuZrddc2DVJwq_k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5865276-mean-green-guacamole-salsa-Rosie-4x3-1-31b2d4dadb0e4976919d7da876c88a08.jpg,allrecipes,
Apricot Pork Tenderloin,10 mins,45 mins,55 mins,6,6 servings,"2 pounds pork tenderloin, ¼ cup softened butter,   salt and pepper to taste, 1 teaspoon ground thyme, 2 teaspoons garlic powder, 1 (18 ounce) jar apricot preserves, 2 tablespoons honey, or to taste, ¼ cup dry sherry","Preheat an oven to 350 degrees F (175 degrees C).
Spread butter all over the pork tenderloin. Season with salt, pepper, and thyme. Combine garlic powder, apricot preserves, honey, and sherry in a separate bowl.
Roast the pork in the preheated oven for 30 to 40 minutes. Remove the pork from the oven and brush with the apricot sauce. Return the pork to the oven. Continue roasting, basting occasionally with the remaining sauce, until the pork is no longer pink in the center, about 15 minutes. An instant-read thermometer inserted into the center should read 145 degrees F (63 degrees C).",4.5,https://www.allrecipes.com/recipe/201010/apricot-pork-tenderloin/,/Meat and Poultry/Pork/Pork Tenderloin Recipes/,"Total Fat 11g 15%, Saturated Fat 6g 31%, Cholesterol 86mg 29%, Sodium 200mg 9%, Total Carbohydrate 63g 23%, Dietary Fiber 0g 1%, Total Sugars 43g, Protein 24g, Vitamin C 8mg 40%, Calcium 31mg 2%, Iron 2mg 10%, Potassium 465mg 10%","Prep Time: 10 mins, Cook Time: 45 mins, Total Time: 55 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/6OSQCblB2UACY74mAujeK76ZhPg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/939159-d82dac09848d40af97f7fd580edb980c.jpg,allrecipes,
Apricot Pie,25 mins,35 mins,2 hrs,8,1 9-inch pie,"2 ½ cups all-purpose flour, 1 teaspoon salt, 1 cup butter-flavored shortening, 6 tablespoons water, or as needed, 1 cup white sugar, ¼ cup all-purpose flour, ¼ teaspoon ground cinnamon, 1 teaspoon lemon juice, 5 cups fresh apricots, pitted and quartered , 1 teaspoon sugar for sprinkling, or as desired","Preheat oven to 425 degrees F (220 degrees C).
Mix 2 1/2 cups of flour and the salt in a bowl; cut the shortening into the flour mixture with a pastry cutter until the mixture is crumbly. Using a fork, mix in water, 1 tablespoon at a time, until the dough just holds together. Divide the dough in half and form each half into a ball. Working on a floured work surface, roll each ball out into a crust big enough for a 9-inch pie dish with an inch or so to spare. Carefully lift a crust, fold into quarters, position into pie dish, and unfold the crust. Set the other crust aside.
Mix the sugar, 1/4 cup flour, and cinnamon together in a large bowl until thoroughly combined; stir in the lemon juice and apricots. Spoon the apricot filling over the pie crust in the dish, and top with the reserved crust. Crimp the edges of the crusts together with a fork, cut away the excess crust, and cut slits into the pie to allow steam to escape. Cover the edges of the pie crust with strips of aluminum foil to prevent burning.
Bake on center rack of the preheated oven until the pie is browned and the filling is bubbling and thickened, 35 to 45 minutes. Remove to a rack to cool and sprinkle top with 1 teaspoon of sugar.",4.6,https://www.allrecipes.com/recipe/214747/apricot-pie/,/Desserts/Pies/Fruit Pies/,"Total Fat 28g 35%, Saturated Fat 7g 34%, Sodium 293mg 13%, Total Carbohydrate 70g 25%, Dietary Fiber 3g 11%, Total Sugars 35g, Protein 6g, Vitamin C 11mg 53%, Calcium 21mg 2%, Iron 2mg 13%, Potassium 315mg 7%","Prep Time: 25 mins, Cook Time: 35 mins, Additional Time: 1 hrs, Total Time: 2 hrs, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/t4qDFbRKAI0V8ixOCWOtr7L9ARg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2352346-3a6a16871e2940e1916422256dbbb31d.jpg,allrecipes,
