recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src,source,rcp_seq
Momma's Fresh Fig Preserves,15 mins,3 hrs 5 mins,15 hrs 35 mins,40,5 half pint-sized jars,"6 cups quartered fresh figs, 3 cups white sugar, 1 tablespoon lemon juice, ½ teaspoon grated fresh ginger , ½ teaspoon ground cinnamon, ½ teaspoon vanilla extract, ¼ teaspoon salt","Bring figs, sugar, lemon juice, ginger, cinnamon, vanilla, and salt to a simmer in a saucepan over medium heat. Reduce heat and cook at a low simmer, stirring every 20 minutes, until desired consistency, 3 to 4 hours.
Inspect 5 or 6 half pint-sized jars for cracks and rings for rust, discarding any defective ones. Immerse in simmering water until fig preserves are ready. Wash new, unused lids and rings in warm soapy water.
Pack fig preserves into hot, sterilized jars, filling to within 1/4 inch of the top. Run a clean knife or thin spatula around the insides of the jars to remove any air bubbles. Wipe rims with a moist paper towel to remove any residue. Top with lids and screw rings on tightly.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars 2 inches apart into the boiling water using a holder. Pour in more boiling water to cover jars by at least 1 inch. Bring to a rolling boil, cover, and process for 10 minutes.
Remove the jars from the stockpot and let rest, several inches apart, for 12 to 24 hours. Press the center of each lid with a finger to ensure the lid does not move up or down. Remove the rings for storage and store in a cool, dark area.",5.0,https://www.allrecipes.com/recipe/283447/mommas-fresh-fig-preserves/,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,"Total Fat 0g 0%, Sodium 15mg 1%, Total Carbohydrate 20g 7%, Dietary Fiber 1g 3%, Total Sugars 19g, Protein 0g, Vitamin C 1mg 4%, Calcium 9mg 1%, Iron 0mg 1%, Potassium 59mg 1%","Prep Time: 15 mins, Cook Time: 3 hrs 5 mins, Additional Time: 12 hrs 15 mins, Total Time: 15 hrs 35 mins, Servings: 40, Yield: 5 half pint-sized jars",https://www.allrecipes.com/thmb/bhkuBWT4V6ssQtBrMD7Z2rYiT2E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2390103-315ca1887789448e94497b7300d6876f.jpg,allrecipes,
Fig and Whiskey Cupcakes,30 mins,15 mins,1 hrs 45 mins,12,12 cupcakes,"½ cup fresh figs, finely chopped, ½ cup whiskey, 1 ⅔ cups all-purpose flour, 1 teaspoon baking powder, ½ teaspoon baking soda, ½ teaspoon salt, ½ teaspoon ground cinnamon, ¼ teaspoon cream of tartar, ⅛ teaspoon ground cloves, ½ cup white sugar, ⅓ cup vegetable oil, ¼ cup brown sugar, 1  egg, ½ cup buttermilk, 1 teaspoon vanilla extract","Soak figs in whiskey in a bowl for at least 30 minutes.
Preheat the oven to 350 degrees F (175 degrees C). Line a 12-cup muffin tin with paper liners.
Combine flour, baking powder, baking soda, salt, cinnamon, cream of tartar, and cloves in a bowl.
Blend white sugar, oil, and brown sugar together in a separate bowl using an electric mixer. Add egg and mix until creamy. Mix in buttermilk and vanilla extract. Reserve 1 tablespoon of fig mixture for frosting, and mix remainder into batter. Beat in flour mixture until just combined.
Spoon batter into the prepared muffin cups, filling each 2/3 full.
Bake in the preheated oven until a toothpick inserted into the center of a cupcake comes out clean, 15 to 20 minutes. Remove from the oven and transfer to wire racks to cool completely, about 30 minutes.
Beat cream cheese and shortening together in a bowl using an electric mixer until creamy. Add powdered sugar slowly, 1 cup at a time, until creamy. Add vanilla extract. Slowly drizzle in reserved fig mixture; mix frosting until combined.
Pipe frosting onto cooled cupcakes.",4.5,https://www.allrecipes.com/recipe/276835/fig-and-whiskey-cupcakes/,/Desserts/Fruit Desserts/Fig Dessert Recipes/,"Total Fat 26g 33%, Saturated Fat 9g 43%, Cholesterol 35mg 12%, Sodium 264mg 11%, Total Carbohydrate 81g 29%, Dietary Fiber 1g 3%, Total Sugars 66g, Protein 4g, Vitamin C 0mg 2%, Calcium 62mg 5%, Iron 1mg 7%, Potassium 97mg 2%","Prep Time: 30 mins, Cook Time: 15 mins, Additional Time: 1 hrs, Total Time: 1 hrs 45 mins, Servings: 12, Yield: 12 cupcakes",https://www.allrecipes.com/thmb/3U9F7ZyfVcUxrBsgP9jfjldVDXM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1508436-2ef08cd297f64ad6aa7fece764e7a7e1.jpg,allrecipes,
Figs with Caramelized Onions and Goat Cheese,15 mins,45 mins,1 hrs,40,40 crackers,"¼ cup canola oil, 1 large yellow onion, cut into thin slices, ¼ cup small dried Mission figs, 6 ounces goat cheese, softened, 40  crackers","Heat a skillet over medium heat; add oil. Add onion; cook and stir until onion has softened and turned translucent, about 5 minutes. Reduce heat to low and continue cooking and stirring until onion is very tender and dark brown, about 40 minutes more. Remove from heat and cool.
While the onion is cooling, cut the figs lengthwise into 1/4-inch rounds.
Layer 1/4 teaspoon goat cheese, 1/4 teaspoon caramelized onions, and 1 or 2 fig slices on each cracker.",5.0,https://www.allrecipes.com/recipe/272541/figs-with-caramelized-onions-and-goat-cheese/,/Appetizers and Snacks/Snacks/Cracker Recipes/,"Total Fat 4g 5%, Saturated Fat 1g 6%, Cholesterol 3mg 1%, Sodium 54mg 2%, Total Carbohydrate 3g 1%, Dietary Fiber 0g 1%, Total Sugars 1g, Protein 1g, Vitamin C 0mg 2%, Calcium 18mg 1%, Iron 0mg 1%, Potassium 21mg 0%","Prep Time: 15 mins, Cook Time: 45 mins, Total Time: 1 hrs, Servings: 40, Yield: 40 crackers",https://www.allrecipes.com/thmb/X44Iha2ACL-Don2ng18zmPthnH0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6507141-10b7dae23f604f18874d6e7be6ebd982.jpg,allrecipes,
Arugula-Fig Salad with Creamy Gorgonzola,15 mins,,15 mins,6,6 servings,"¼ cup extra-virgin olive oil, 2 tablespoons lemon juice, 1 tablespoon orange blossom water, or more to taste, 1 tablespoon orange juice, 1 teaspoon grated orange zest","Combine olive oil, lemon juice, orange blossom water, orange juice, and orange zest in a glass jar and shake dressing until emulsified.
Arrange arugula on a salad platter, place figs on top, then top with Gorgonzola cheese and scatter the crushed pistachios over to garnish. Season with salt and pepper. Pour the dressing over the salad and serve immediately.",5.0,https://www.allrecipes.com/recipe/280567/arugula-fig-salad-with-creamy-gorgonzola/,/Salad/Green Salad Recipes/Arugula Salad Recipes/,"Total Fat 16g 20%, Saturated Fat 4g 21%, Cholesterol 15mg 5%, Sodium 219mg 10%, Total Carbohydrate 9g 3%, Dietary Fiber 2g 6%, Total Sugars 6g, Protein 5g, Vitamin C 7mg 34%, Calcium 115mg 9%, Iron 1mg 7%, Potassium 192mg 4%","Prep Time: 15 mins, Total Time: 15 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/y_CbtM8oeMsVXsP7NpZyjVmorzE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8163234-aa79a0116b2740c790f507d7f6424e52.jpg,allrecipes,
Sweet and Spicy Fig Compote,5 mins,20 mins,25 mins,6,6 servings,"1 cup sliced dried figs, 1 cup red wine, ¼ cup white sugar, 1 tablespoon honey, 1 teaspoon red pepper flakes, or to taste, 1 pinch salt","Heat figs, red wine, sugar, honey, red pepper flakes, and salt in a small saucepan over medium heat. Simmer until wine is reduced and thickened, about 20 minutes, stirring occasionally.",5.0,https://www.allrecipes.com/recipe/230512/sweet-and-spicy-fig-compote/,/Appetizers and Snacks/Spicy/,"Total Fat 1g 1%, Saturated Fat 0g 1%, Sodium 6mg 0%, Total Carbohydrate 34g 12%, Dietary Fiber 4g 15%, Total Sugars 29g, Protein 1g, Vitamin C 1mg 4%, Calcium 52mg 4%, Iron 1mg 6%, Potassium 298mg 6%","Prep Time: 5 mins, Cook Time: 20 mins, Total Time: 25 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/n0mjE3Li4XKAJ25mIrKc_CbXjuc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1087434-2161480a2be34e4e8f8d7b9cbc9f6d3d.jpg,allrecipes,
Slow Cooker Cranberry Fig Pork,10 mins,4 hrs 10 mins,4 hrs 20 mins,4,4 servings,"4 (4 ounce) pork chops, 1 cup frozen cranberries, 3  canned figs, 1/4 cup juice reserved, ½ cup apple juice, 2 tablespoons brown sugar, ¼ teaspoon salt, ¼ teaspoon ground black pepper, ¼ teaspoon dried rosemary","Heat a skillet over medium-high heat. Sear pork chops in the hot skillet until lightly browned, about 1 minute per side. Transfer seared pork chops to the slow cooker.
Combine cranberries, figs, reserved fig juice, apple juice, brown sugar, salt, black pepper, and rosemary in a saucepan; bring to a boil. Pour cranberry mixture over pork chops.
Cook on High for 4 hours.",4.5,https://www.allrecipes.com/recipe/234391/slow-cooker-cranberry-fig-pork/,/Main Dishes/Pork/Pork Chop Recipes/,"Total Fat 4g 6%, Saturated Fat 2g 8%, Cholesterol 36mg 12%, Sodium 170mg 7%, Total Carbohydrate 17g 6%, Dietary Fiber 2g 6%, Total Sugars 14g, Protein 15g, Vitamin C 4mg 22%, Calcium 29mg 2%, Iron 1mg 4%, Potassium 301mg 6%","Prep Time: 10 mins, Cook Time: 4 hrs 10 mins, Total Time: 4 hrs 20 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/zPfWRxCUcjGXu6ZNl7ul5sT-wP8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5755321-3c11a31edbe342c6bd5946429cd6eed9.jpg,allrecipes,
Dolce Pesca (Sweet Peaches),15 mins,15 mins,30 mins,8,8 servings,"4  fresh figs, ½ cup pine nuts, 4  peaches, halved and pitted, ¼ cup white sugar, 1 cup white wine, ½ cup brandy","Preheat an oven to 375 degrees F (190 degrees C). Line a baking sheet with foil.
Place the figs and pine nuts in the bowl of a food processor and pulse until fine. Place the halved peaches onto the prepared baking sheet, cut side up. Sprinkle evenly with the white sugar. Pour the white wine over the peaches, and stuff them with the fig mixture. Pour the brandy over the peaches.
Bake in the preheated oven until browned, about 15 minutes.",4.2,https://www.allrecipes.com/recipe/172369/dolce-pesca-sweet-peaches/,/Cuisine/European/Italian/,"Total Fat 4g 6%, Saturated Fat 1g 4%, Sodium 4mg 0%, Total Carbohydrate 16g 6%, Dietary Fiber 1g 4%, Total Sugars 14g, Protein 2g, Vitamin C 22mg 108%, Calcium 20mg 2%, Iron 1mg 6%, Potassium 148mg 3%","Prep Time: 15 mins, Cook Time: 15 mins, Total Time: 30 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/I6bMZjrkSaarENOXcUlHwzh19GE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5706410-6ce11585d82c4447b47f12c65fa80ad4.jpg,allrecipes,
Simple Cantaloupe Smoothie,10 mins,,10 mins,1,1 smoothie,"1 cup vanilla yogurt (such as Dannon® Light and Fit®), ½ cup orange juice, ½ cup sliced cantaloupe, 4  ice cubes, crushed, or as needed","Blend yogurt, orange juice, cantaloupe, and ice cubes in a blender until smooth, about 30 seconds.",4.7,https://www.allrecipes.com/recipe/238339/simple-cantaloupe-smoothie/,/Drinks Recipes/Smoothie Recipes/Orange/,"Total Fat 4g 4%, Saturated Fat 2g 10%, Cholesterol 12mg 4%, Sodium 178mg 8%, Total Carbohydrate 53g 19%, Dietary Fiber 1g 3%, Total Sugars 50g, Protein 14g, Vitamin C 93mg 467%, Calcium 442mg 34%, Iron 1mg 3%, Potassium 999mg 21%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 1, Yield: 1 smoothie",https://www.allrecipes.com/thmb/q3ceS6BCGDtgXIXkhnUxwtC32lk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1221609-2f1489bc6ec24e39842465b25a76ee23.jpg,allrecipes,
Watermelon Lemonade,10 mins,5 mins,15 mins,12,6 cups,"½ cup white sugar, ½ cup water, 4 cups cubed watermelon, 3 cups cold water, ½ cup fresh lemon juice, 6 cups ice cubes","Place the watermelon into a blender. Cover, and puree until smooth. Strain through a fine mesh sieve.
Bring sugar and 1/2 cup water to a boil in a saucepan over medium-high heat until sugar dissolves, about 5 minutes. Remove from heat. Stir in 3 cups of cold water and the lemon juice. Divide the ice into 12 glasses, and scoop 2 to 3 tablespoons of watermelon puree over the ice, then top with the lemonade. Gently stir before serving.",4.4,https://www.allrecipes.com/recipe/214907/watermelon-lemonade/,/Drinks Recipes/Lemonade Recipes/,"Total Fat 0g 0%, Sodium 3mg 0%, Total Carbohydrate 13g 5%, Dietary Fiber 0g 1%, Total Sugars 12g, Protein 0g, Vitamin C 9mg 44%, Calcium 6mg 0%, Iron 0mg 1%, Potassium 70mg 1%","Prep Time: 10 mins, Cook Time: 5 mins, Total Time: 15 mins, Servings: 12, Yield: 6 cups",https://www.allrecipes.com/thmb/dHYnyYMUTxMV9WdPklmbJU7I7jc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/877592-dc01b2f67e2d4ee5b9816366bdfa258a.jpg,allrecipes,
Watermelon Ice Pops,10 mins,,2 hrs 10 mins,6,6 ice pops,"1 ½ cups watermelon, seeded and diced, ½ cup water, 1 tablespoon honey, 1 tablespoon fresh lemon juice, 1 tablespoon white sugar","Blend watermelon, water, honey, lemon juice, and sugar together in a blender until smooth. Pour mixture into ice pop molds and freeze until solid, about 2 hours.
Run hot water over ice pop molds for a few seconds to unmold.",4.7,https://www.allrecipes.com/recipe/242400/watermelon-ice-pops/,/Desserts/Frozen Dessert Recipes/Popsicle Recipes/,"Total Fat 0g 0%, Sodium 1mg 0%, Total Carbohydrate 8g 3%, Dietary Fiber 0g 1%, Total Sugars 7g, Protein 0g, Vitamin C 4mg 21%, Calcium 4mg 0%, Iron 0mg 1%, Potassium 48mg 1%","Prep Time: 10 mins, Additional Time: 2 hrs, Total Time: 2 hrs 10 mins, Servings: 6, Yield: 6 ice pops",https://www.allrecipes.com/thmb/zRShDuxEmqnlNukwYY1OW5eIxqk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2271994-f8cedbf0cf16402d9e5319fa84bb982c.jpg,allrecipes,
Tomato Watermelon Salad,20 mins,,20 mins,12,,"1 large seedless watermelon, cut into 1-inch cubes, 4  tomatoes, cut into 1-inch dice, 1 cup crumbled feta cheese, 1 large sweet onion, thinly sliced, 12  mint leaves, sliced thinly, ¼ cup olive oil, 2 tablespoons white balsamic vinegar, 1 pinch coarse salt, or to taste, 1 pinch ground black pepper, or to taste","Gently mix watermelon, tomatoes, feta cheese, onion, and mint in a large bowl.
Whisk olive oil, vinegar, salt, and pepper together in a small bowl; drizzle over salad and gently toss to coat.",4.7,https://www.allrecipes.com/recipe/228277/tomato-watermelon-salad/,/Salad/Fruit Salad Recipes/,"Total Fat 9g 11%, Saturated Fat 3g 13%, Cholesterol 11mg 4%, Sodium 151mg 7%, Total Carbohydrate 61g 22%, Dietary Fiber 4g 14%, Total Sugars 49g, Protein 7g, Vitamin C 68mg 340%, Calcium 123mg 9%, Iron 2mg 12%, Potassium 986mg 21%","Prep Time: 20 mins, Total Time: 20 mins, Servings: 12",https://www.allrecipes.com/thmb/dbBA9tBVoOQ-E47hgnlowAMRuk8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1020663-f4488803c5c745ed967140f051d0adb3.jpg,allrecipes,
Melon Smoothie,5 mins,,5 mins,4,4 servings,"¼  cantaloupe - peeled, seeded and cubed, ¼  honeydew melon - peeled, seeded and cubed, 1  lime, juiced, 2 tablespoons sugar","In a blender, combine cantaloupe, honeydew, lime juice and sugar. Blend until smooth. Pour into glasses and serve.",4.5,https://www.allrecipes.com/recipe/32450/melon-smoothie/,/Drinks Recipes/Smoothie Recipes/,"Total Fat 0g 0%, Saturated Fat 0g 1%, Sodium 20mg 1%, Total Carbohydrate 18g 7%, Dietary Fiber 1g 5%, Total Sugars 16g, Protein 1g, Vitamin C 32mg 160%, Calcium 14mg 1%, Iron 0mg 2%, Potassium 292mg 6%","Prep Time: 5 mins, Total Time: 5 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/fYxUu453NnTl5dAZlweMmvFPLrM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/14238-3677ab96cf16492b8e21311e73edd729.jpg,allrecipes,
Watermelon Milkshake,10 mins,,10 mins,4,4 servings,"1 ½ cups diced watermelon, 2 ¼ cups milk, 2 teaspoons white sugar",Process the watermelon and milk together in a blender until smooth. Add the sugar and blend another 10 seconds to incorporate. Serve immediately.,4.0,https://www.allrecipes.com/recipe/215579/watermelon-milkshake/,/Drinks Recipes/Smoothie Recipes/,"Total Fat 3g 4%, Saturated Fat 2g 9%, Cholesterol 11mg 4%, Sodium 57mg 2%, Total Carbohydrate 13g 5%, Dietary Fiber 0g 1%, Total Sugars 12g, Protein 5g, Vitamin C 5mg 25%, Calcium 165mg 13%, Iron 0mg 1%, Potassium 271mg 6%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/V6D_OFJ-7s5q6o8HgHa2DDEoO-E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/687260-4d95ba38deaa4581b073d186f2fd4be6.jpg,allrecipes,
Simple Watermelon Sorbet,10 mins,5 mins,2 hrs 45 mins,8,8 servings,"1 cup white sugar, ½ cup water, ¼ cup lemon juice, 3 cups cubed seeded watermelon","Combine sugar, water, and lemon juice in a saucepan over medium heat; cook and stir until sugar is dissolved, about 5 minutes. Remove from heat and refrigerate until cooled, about 30 minutes.
Blend watermelon in a blender or food processor until pureed. Stir pureed watermelon into sugar mixture. Transfer watermelon mixture to an ice cream maker and freeze according to manufacturer's instructions.",4.7,https://www.allrecipes.com/recipe/233892/simple-watermelon-sorbet/,/Desserts/Frozen Dessert Recipes/Sorbet Recipes/,"Total Fat 0g 0%, Sodium 1mg 0%, Total Carbohydrate 30g 11%, Dietary Fiber 0g 1%, Total Sugars 29g, Protein 0g, Vitamin C 8mg 41%, Calcium 5mg 0%, Iron 0mg 1%, Potassium 74mg 2%","Prep Time: 10 mins, Cook Time: 5 mins, Additional Time: 2 hrs 30 mins, Total Time: 2 hrs 45 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/tY30a7BmWIEBqk7H82ic38rp35o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1264832-a17068dcae944e46998e9354d21387a8.jpg,allrecipes,
Refreshing Cucumber Watermelon Salad,15 mins,,25 mins,10,10 servings,"1 small red onion, halved and sliced into thin half-moons, 2 tablespoons lime juice, or more to taste, 2 tablespoons extra-virgin olive oil, 1  seedless watermelon, cut into cubes, 3  baby cucumbers, seeded and cut into cubes, 1 cup crumbled feta cheese, ½ cup mint leaves, sliced thinly","Mix red onion with lime juice in a bowl; set side to marinate at least 10 minutes. Stir olive oil into mixture.
Toss watermelon, baby cucumbers, and feta cheese together in a large bowl. Pour the red onion mixture over the watermelon mixture; toss to coat. Sprinkle mint over the salad; toss.",4.4,https://www.allrecipes.com/recipe/222728/refreshing-cucumber-watermelon-salad/,/Salad/Vegetable Salad Recipes/Cucumber Salad Recipes/,"Total Fat 7g 8%, Saturated Fat 3g 14%, Cholesterol 13mg 4%, Sodium 172mg 7%, Total Carbohydrate 36g 13%, Dietary Fiber 2g 7%, Total Sugars 29g, Protein 5g, Vitamin C 39mg 194%, Calcium 110mg 8%, Iron 1mg 7%, Potassium 529mg 11%","Prep Time: 15 mins, Additional Time: 10 mins, Total Time: 25 mins, Servings: 10, Yield: 10 servings",https://www.allrecipes.com/thmb/HZOCddZET_a5p2izXu58DStrLJE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2254698-820b1dca6223417293be5de41939c331.jpg,allrecipes,
Refreshing Watermelon Salad,20 mins,,20 mins,15,15 servings,"3 tablespoons lime juice, 1 cup sliced red onion, cut lengthwise, 15 cups cubed watermelon, 3 cups cubed English cucumber, 1 (8 ounce) package feta cheese, crumbled, ½ cup chopped fresh cilantro,   cracked black pepper,   sea salt","In a small bowl, pour lime juice over red onions. Allow to marinate while assembling the salad.
Gently combine the watermelon, cucumber, feta cheese, and cilantro in a large bowl. Season with black pepper. Toss watermelon salad with marinated onions and season with sea salt just before serving.











CookinBug",4.5,https://www.allrecipes.com/recipe/111853/refreshing-watermelon-salad/,/Salad/Fruit Salad Recipes/Watermelon Salad Recipes/,"Total Fat 4g 4%, Saturated Fat 2g 12%, Cholesterol 14mg 5%, Sodium 182mg 8%, Total Carbohydrate 14g 5%, Dietary Fiber 1g 4%, Total Sugars 11g, Protein 3g, Vitamin C 15mg 75%, Calcium 93mg 7%, Iron 1mg 3%, Potassium 243mg 5%","Prep Time: 20 mins, Total Time: 20 mins, Servings: 15, Yield: 15 servings",https://www.allrecipes.com/thmb/KG-Q563UA5d3alIiuUxtXRfQDqA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/671056-refreshing-watermelon-salad-CookinBug-1x1-1-d9cdf304db2e4ee795fba3c9b386e8a1.jpg,allrecipes,
Watermelon Basil Salad,20 mins,,50 mins,4,4 servings,"¼ cup basil leaves, 4 cups 1/2-inch cubes watermelon, 2 teaspoons lemon juice, ¼ teaspoon kosher salt, ¼ teaspoon chili powder","Stack basil leaves on top of each other and roll tightly into a log. Slice lengthwise into thin ribbons.
Combine basil slices and watermelon in a large bowl. Drizzle lemon juice over watermelon.
Mix salt and chili powder together in a small bowl; sprinkle over watermelon and toss to combine. Chill salad before serving, at least 30 minutes.",4.6,https://www.allrecipes.com/recipe/254422/watermelon-basil-salad/,/Salad/Fruit Salad Recipes/,"Sodium 122mg 5%, Total Carbohydrate 0g 0%, Dietary Fiber 0g 0%, Total Sugars 0g, Protein 0g, Vitamin C 2mg 9%, Calcium 5mg 0%, Iron 0mg 1%, Potassium 14mg 0%","Prep Time: 20 mins, Additional Time: 30 mins, Total Time: 50 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/lybhw9bf7NUlpajZiHxRaRPInkM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3730421-8e9a007e2efb4548a011d4d5400e0eb6.jpg,allrecipes,
Spicy Watermelon,10 mins,,10 mins,2,2 servings,"¼ teaspoon ground cumin, ¼ teaspoon ground coriander, ¼ teaspoon chili powder, ¼ teaspoon salt, ⅛ teaspoon cayenne pepper, 2 cups cubed seeded watermelon, ½  lime, juiced","Mix cumin, coriander, chili powder, salt, and cayenne pepper together in a bowl.
Place watermelon into serving bowls; sprinkle with spice mixture. Squeeze lime juice over spiced watermelon.",4.1,https://www.allrecipes.com/recipe/233285/spicy-watermelon/,/Salad/Fruit Salad Recipes/,"Total Fat 0g 1%, Sodium 296mg 13%, Total Carbohydrate 13g 5%, Dietary Fiber 1g 3%, Total Sugars 10g, Protein 1g, Vitamin C 16mg 78%, Calcium 18mg 1%, Iron 1mg 3%, Potassium 195mg 4%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 2, Yield: 2 servings",https://www.allrecipes.com/thmb/_y4JbVUzJ8sWCLCcMahAoV9t-ug=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2367355-d2e13329525b4dd798711a7e2a2ed64f.jpg,allrecipes,
Watermelon Sherbet,15 mins,5 mins,4 hrs 50 mins,8,1 quart,"4 cups diced seedless watermelon, 1 cup white sugar, 3 tablespoons lemon juice, 1 dash salt, ¼ cup cold water, 1 (.25 ounce) envelope unflavored gelatin, 1 cup chilled heavy cream","Combine the watermelon, sugar, lemon juice, and salt in a large mixing bowl; stir to coat evenly. Cover the bowl with plastic wrap and refrigerator for 30 minutes.
Blend the mixture in a blender until smooth; return to the bowl.
Pour the cold water into a saucepan. Sprinkle the gelatin over the cold water; let stand 1 minutes. Place the saucepan over low heat; cook for 2 minutes. Stir the gelatin mixture into the blended watermelon mixture. Add the heavy cream; beat with an electric hand mixer at medium speed until the mixture is fluffy.
Transfer the mixture into an ice cream maker and freeze according to manufacturer's directions until it reaches ""soft-serve"" consistency. Transfer ice cream to a one- or two-quart lidded plastic container; cover surface with plastic wrap and seal. For best results, ice cream should ripen in the freezer for at least 2 hours or overnight.",4.7,https://www.allrecipes.com/recipe/215568/watermelon-sherbet/,/Desserts/Frozen Dessert Recipes/,"Total Fat 11g 14%, Saturated Fat 7g 35%, Cholesterol 41mg 14%, Sodium 63mg 3%, Total Carbohydrate 32g 12%, Dietary Fiber 0g 1%, Total Sugars 30g, Protein 2g, Vitamin C 9mg 45%, Calcium 26mg 2%, Iron 0mg 1%, Potassium 115mg 2%","Prep Time: 15 mins, Cook Time: 5 mins, Additional Time: 4 hrs 30 mins, Total Time: 4 hrs 50 mins, Servings: 8, Yield: 1 quart",https://www.allrecipes.com/thmb/tIU40YfHl4Zv1NjdMjdzJc3sdRE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1112242-c2b96926ee984d95b7735c523de2903a.jpg,allrecipes,
Watermelon Caprese Appetizer,30 mins,,30 mins,4,4 servings,"3 sprigs fresh basil, stems removed, 1 small watermelon, fruit removed with a melon baller, 1 (8 ounce) package fresh mozzarella cheese, cut into small pieces, 2 tablespoons olive oil, 2 tablespoons balsamic vinegar,   salt and ground black pepper to taste","Trim basil leaves into small circles about 1 inch in diameter.
Thread watermelon and mozzarella cheese on toothpicks, sandwiching a basil leaf in between. Arrange on a serving plate.
Pour olive oil and balsamic vinegar over toothpicks. Sprinkle salt and black pepper on top.",4.8,https://www.allrecipes.com/recipe/254419/watermelon-caprese-appetizer/,/Appetizers and Snacks/Antipasto Recipes/,"Total Fat 20g 25%, Saturated Fat 9g 46%, Cholesterol 45mg 15%, Sodium 125mg 5%, Total Carbohydrate 28g 10%, Dietary Fiber 1g 5%, Total Sugars 24g, Protein 12g, Vitamin C 28mg 142%, Calcium 357mg 27%, Iron 1mg 8%, Potassium 399mg 8%","Prep Time: 30 mins, Total Time: 30 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/BZOAS40NMe-SJRCCej8IYd57mVE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5472582-864b7d797f494eb1998ccf461277edae.jpg,allrecipes,
Watermelon Soup,15 mins,,2 hrs 15 mins,3,3 servings,"4 cups cubed seeded watermelon, 2 tablespoons lemon juice, 1 tablespoon chopped fresh mint, 1 tablespoon honey","Blend watermelon, lemon juice, mint, and honey in a blender until smooth. Refrigerate 2 hours before serving.",4.6,https://www.allrecipes.com/recipe/228229/watermelon-soup/,"/Soups, Stews and Chili Recipes/Soup Recipes/Fruit Soup Recipes/","Total Fat 0g 0%, Sodium 2mg 0%, Total Carbohydrate 22g 8%, Dietary Fiber 1g 3%, Total Sugars 19g, Protein 1g, Vitamin C 21mg 107%, Calcium 16mg 1%, Iron 1mg 3%, Potassium 244mg 5%","Prep Time: 15 mins, Additional Time: 2 hrs, Total Time: 2 hrs 15 mins, Servings: 3, Yield: 3 servings",https://www.allrecipes.com/thmb/6t6q-UzMXIz-SB3Lb8sVWeK3LtQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/869962-71aaac6737c44265ac4885e6049701a5.jpg,allrecipes,
